gender,age,degree,quallife,health,life,happy,income,confedvac,confedvacy,finalter,hlthphys,hlthmntl,satsoc,white,black,amer_indian_alaska,asian_indian,chinese,filipino,japenese,korean,vietnamese,oth_asian,native_hawaiian,guamanian_chamorro,samoan,oth_pacific_islander,oth_race,hispanic
Male,43,Bachelors,Excellent,Good,NA,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Graduates,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Excellent,Very Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Male,72,Bachelors,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,56,Graduates,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Excellent,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,61,Graduates,Good,Good,NA,Pretty Happy,Refused,Only some,NA,Getting better,Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,67,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Very Good,Excellent,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,39,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Getting better,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,70,Graduates,Very Good,Excellent,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,39,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,Hardly any,Getting better,Excellent,Excellent,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,$10000 to $14999,NA,A great deal,Stayed the same,Very Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,57,High School,Good,Excellent,Dull,Very Happy,Under $1000,NA,A great deal,Getting better,Fair,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,69,High School,Good,Good,Exciting,Very Happy,$20000 to $24999,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,63,Associate/Junior College,Very Good,Fair,NA,Very Happy,$25000 or more,Only some,NA,Getting better,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,30,High School,Very Good,Good,NA,Very Happy,$25000 or more,Only some,NA,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,46,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,Hardly any,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,Graduates,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,35,Graduates,Excellent,Good,NA,Pretty Happy,Under $1000,NA,Only some,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,61,High School,Good,Fair,Routine,Not too Happy,$1000 to $2999,NA,NA,Getting better,Fair,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,82,Bachelors,Very Good,Good,Exciting,Pretty Happy,$15000 to $19999,NA,A great deal,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,50,Associate/Junior College,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,Hardly any,Getting better,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,47,Graduates,Very Good,Fair,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,High School,NA,Good,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,28,Bachelors,Excellent,Excellent,Routine,Not too Happy,$25000 or more,NA,A great deal,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Graduates,Very Good,Excellent,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,Very Good,Very Good,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Good,Fair,NA,Not too Happy,$25000 or more,NA,NA,Getting better,Fair,Very Good,Good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,24,High School,Poor,Fair,Dull,Pretty Happy,NA,NA,NA,Getting worse,Good,Fair,Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,68,Associate/Junior College,Good,Good,NA,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,63,High School,Very Good,Fair,NA,Pretty Happy,$8000 to $9999,Only some,NA,Stayed the same,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,37,High School,Good,Good,Exciting,Very Happy,$15000 to $19999,NA,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,77,High School,Good,Good,NA,Pretty Happy,Refused,NA,Only some,Stayed the same,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,77,Less than High School,Very Good,Good,Exciting,Not too Happy,NA,NA,A great deal,Stayed the same,Very Good,Very Good,Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,61,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,Only some,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,73,Bachelors,Very Good,Good,Routine,Very Happy,Refused,Only some,NA,Getting better,Good,Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,33,High School,Fair,Fair,Dull,Not too Happy,NA,A great deal,NA,Getting worse,Fair,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Associate/Junior College,Very Good,Good,NA,Very Happy,$7000 to $7999,NA,A great deal,Getting better,Very Good,Very Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,NA,Bachelors,Very Good,Good,NA,Not too Happy,$25000 or more,Only some,NA,Getting worse,Very Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,77,High School,Good,Good,Exciting,Not too Happy,$25000 or more,NA,NA,Getting worse,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,High School,Very Good,Fair,Routine,Very Happy,Refused,NA,NA,Stayed the same,Fair,Poor,Very Good,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,35,Less than High School,Excellent,Excellent,NA,Pretty Happy,$1000 to $2999,NA,A great deal,Getting better,Fair,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Bachelors,Fair,Fair,NA,Pretty Happy,$25000 or more,Only some,NA,Stayed the same,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Bachelors,NA,Excellent,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,70,High School,Good,Good,NA,Not too Happy,$15000 to $19999,NA,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,20,Less than High School,Fair,Fair,Routine,Not too Happy,NA,NA,Only some,Getting worse,Fair,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,78,Less than High School,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Poor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,29,High School,Excellent,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Getting better,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,27,High School,Good,Fair,Routine,Pretty Happy,$15000 to $19999,NA,Only some,Getting worse,Fair,Poor,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,45,Bachelors,Good,Excellent,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,24,Bachelors,Good,Good,Exciting,Very Happy,$10000 to $14999,NA,NA,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,44,High School,NA,Fair,Exciting,Pretty Happy,Under $1000,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,75,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,59,Graduates,Good,Good,Exciting,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Good,Excellent,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,71,High School,Good,Good,Routine,Pretty Happy,$10000 to $14999,NA,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,55,Less than High School,Good,Good,NA,Pretty Happy,$10000 to $14999,NA,Only some,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,29,High School,Very Good,Good,Routine,Very Happy,$15000 to $19999,NA,NA,Getting worse,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Graduates,Good,Fair,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,32,Bachelors,NA,Excellent,Dull,NA,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,43,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,High School,Good,Good,NA,Pretty Happy,$25000 or more,NA,Only some,Getting better,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,67,High School,NA,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,54,High School,Very Good,Fair,NA,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Fair,Good,Good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Graduates,Excellent,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Getting better,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,29,Bachelors,Excellent,Excellent,NA,Very Happy,$25000 or more,NA,Hardly any,Getting better,Excellent,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,67,Graduates,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,74,Bachelors,Very Good,Good,Routine,Very Happy,$25000 or more,A great deal,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,23,Less than High School,Excellent,Good,NA,Very Happy,Under $1000,Only some,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,22,High School,Very Good,Excellent,NA,Pretty Happy,$15000 to $19999,NA,Only some,Stayed the same,Very Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,38,High School,Good,Good,Routine,Very Happy,$25000 or more,NA,NA,Getting better,Very Good,Very Good,Very Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,51,Bachelors,Good,Good,Routine,Pretty Happy,Refused,Only some,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,35,High School,Very Good,Good,Exciting,Not too Happy,$25000 or more,Hardly any,NA,Getting worse,Good,Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Graduates,Excellent,Excellent,NA,Not too Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,79,Graduates,Very Good,Good,Routine,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,41,Bachelors,Very Good,Good,Routine,Pretty Happy,NA,NA,Only some,Getting worse,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,Bachelors,Excellent,Excellent,Routine,Very Happy,$25000 or more,NA,A great deal,Stayed the same,Excellent,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,84,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,41,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,High School,Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,37,High School,Very Good,Excellent,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,85,High School,Very Good,Good,Exciting,Very Happy,$25000 or more,Only some,NA,Stayed the same,Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,A great deal,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Very Good,Good,Routine,Very Happy,Refused,NA,NA,Getting better,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,Good,Routine,Pretty Happy,Refused,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,68,High School,Fair,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Fair,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,51,Bachelors,Very Good,Excellent,NA,Very Happy,$25000 or more,Hardly any,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,47,Associate/Junior College,NA,Good,NA,Pretty Happy,NA,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,71,High School,Good,Good,NA,Not too Happy,NA,NA,A great deal,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,55,Graduates,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,41,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,Hardly any,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,63,High School,NA,Excellent,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,41,Graduates,Very Good,Excellent,Exciting,Pretty Happy,Refused,A great deal,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,40,Bachelors,NA,Excellent,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,24,Bachelors,Excellent,Excellent,Routine,Pretty Happy,$15000 to $19999,NA,NA,Getting better,Excellent,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,57,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,44,Bachelors,Very Good,Good,NA,Very Happy,$25000 or more,Hardly any,NA,Stayed the same,Very Good,Excellent,Excellent,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Female,33,Graduates,Very Good,Excellent,Routine,Pretty Happy,Refused,NA,NA,Getting better,Very Good,Fair,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,45,High School,Good,Good,NA,Not too Happy,$25000 or more,NA,Hardly any,Getting worse,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,53,Associate/Junior College,Very Good,Good,Exciting,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,23,Bachelors,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,38,Less than High School,Fair,Good,Exciting,Pretty Happy,Under $1000,NA,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Good,Good,Good,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,High School,NA,Good,Routine,Not too Happy,Refused,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,52,Bachelors,Very Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Fair,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,26,Graduates,Very Good,Excellent,NA,Pretty Happy,$6000 to $6999,NA,Hardly any,Getting better,Excellent,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,57,High School,Fair,Poor,NA,Not too Happy,$25000 or more,Only some,NA,Getting worse,Poor,Poor,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74,Bachelors,Fair,Fair,Dull,Not too Happy,$15000 to $19999,NA,NA,Getting better,Good,Very Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,50,Graduates,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,82,High School,Very Good,Good,NA,Pretty Happy,$10000 to $14999,A great deal,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,78,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,Only some,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,38,High School,Fair,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Fair,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,64,Associate/Junior College,Excellent,Good,Exciting,Very Happy,$10000 to $14999,A great deal,NA,Stayed the same,Very Good,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,49,Bachelors,Very Good,Good,NA,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,78,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,85,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,21,NA,Very Good,Good,NA,Not too Happy,$1000 to $2999,NA,Only some,Getting better,Very Good,Very Good,Very Good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,26,Graduates,Excellent,Good,Routine,Pretty Happy,Refused,NA,NA,Getting better,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,65,High School,NA,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,66,High School,Excellent,Excellent,Exciting,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Fair,Poor,NA,Not too Happy,$15000 to $19999,NA,A great deal,Getting worse,Poor,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transgender,36,High School,Fair,Fair,Routine,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Poor,Poor,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,28,High School,Fair,Good,Routine,Pretty Happy,NA,Only some,NA,Getting better,Good,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,53,Bachelors,Very Good,Good,Routine,Pretty Happy,$10000 to $14999,NA,NA,Getting worse,Good,Very Good,Very Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Bachelors,Good,Good,Routine,Pretty Happy,$20000 to $24999,NA,Only some,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Graduates,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Excellent,Excellent,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,44,Associate/Junior College,Fair,Good,Routine,Pretty Happy,$20000 to $24999,NA,NA,Getting better,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,39,Bachelors,Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Good,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,55,High School,Good,Good,Routine,Pretty Happy,$25000 or more,NA,Hardly any,Getting worse,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,64,High School,Poor,Poor,NA,Not too Happy,$10000 to $14999,NA,A great deal,Getting worse,Poor,Very Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,71,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,68,High School,Good,Excellent,NA,Very Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Excellent,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,61,Bachelors,NA,Excellent,NA,Very Happy,Refused,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,79,High School,Very Good,Good,NA,Pretty Happy,$20000 to $24999,NA,A great deal,Getting better,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,56,Bachelors,Good,Good,NA,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,25,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Very Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,57,High School,Good,Good,NA,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,81,High School,Very Good,Good,Exciting,Pretty Happy,NA,NA,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,50,High School,Fair,Fair,NA,Pretty Happy,$25000 or more,NA,Hardly any,Stayed the same,Fair,Very Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,67,High School,Very Good,Good,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,65,Associate/Junior College,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Graduates,Excellent,Excellent,Routine,Pretty Happy,Refused,NA,A great deal,Getting better,Excellent,Very Good,Excellent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Female,69,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,46,Bachelors,Fair,Excellent,Routine,Pretty Happy,$15000 to $19999,NA,NA,Stayed the same,Very Good,Very Good,Poor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,42,High School,Good,Poor,NA,Very Happy,$7000 to $7999,Only some,NA,Getting better,Fair,Very Good,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Female,83,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,75,Associate/Junior College,Good,Fair,Exciting,Very Happy,$25000 or more,NA,Hardly any,Stayed the same,Fair,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,51,Bachelors,Excellent,Excellent,NA,Very Happy,Refused,Only some,NA,Getting worse,Excellent,Excellent,Very Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,58,High School,Very Good,Good,Routine,Pretty Happy,$15000 to $19999,A great deal,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,59,High School,Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,69,Bachelors,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Hardly any,NA,Stayed the same,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
